PL_Index,nu_syn,LP_Index,Pivot_Energy,Frac_Variability,Variability_Index,nuFnu_syn,CLASS
2.2644446,158489330000000.0,2.2517889,2847.7637,0.0,8.807933,2.800606e-13,BLL
1.9227873,0.0,1.6006202,4341.844,0.0,11.771767,0.0,BLL
2.2148438,0.0,2.1058083,1508.1628,0.29479745,19.065645,0.0,BLL
1.974462,6456542000000000.0,1.8867537,4066.6536,0.0,6.0037384,1.6399213e-12,BCU
2.6087089,3388441600000.0,2.5621996,734.8375,0.24821511,13.440909,6.942933e-12,FSRQ
2.1369133,22908676000000.0,2.0213416,858.74255,0.50197613,236.63927,1.5301817e-12,BLL
2.3262928,3548134000000.0,2.236397,742.3523,0.7686617,224.74948,5.655513e-13,FSRQ
2.009811,131825674000000.0,1.919361,959.8714,0.2895267,173.04103,6.6020986e-12,BLL
1.917413,426579640000000.0,1.9218107,4711.38,0.0,16.094812,9.321504e-13,BCU
2.3672576,1482518000000.0,2.2497184,677.07654,0.74358106,187.1347,2.3221219e-12,FSRQ
1.7432879,9036495000000000.0,1.5515451,2342.8596,0.48359662,166.1224,4.6441262e-12,BLL
1.9799924,0.0,2.0355551,3471.5686,0.0,8.9977255,0.0,BCU
1.7945248,5649369700000000.0,1.6537205,2150.6006,0.14547062,15.856442,2.9569977e-12,BLL
2.3231697,2018366300000.0,2.2212477,846.62933,0.83226466,170.33379,4.820399e-13,BCU
1.87068,146217720000000.0,1.8316143,2880.1877,0.3573879,42.58103,7.02637e-12,BLL
1.9305464,309029540000000.0,1.739459,1521.5049,0.28900564,37.195053,2.107012e-12,BLL
2.1222432,87096360000000.0,1.5707055,1920.269,0.33815083,14.479887,4.9446325e-13,BLL
2.3218782,20892960000000.0,2.0079942,1129.8975,0.093253225,14.767176,1.1004796e-12,BLL
2.1741726,334965440000000.0,1.9629127,1848.3806,0.68480986,33.362465,3.899725e-13,BCU
2.2642825,1862087100000.0,2.2273338,1747.861,0.30899763,14.059207,4.2971648e-13,BLL
2.1110725,179887090000000.0,1.9465224,2476.7131,0.0,11.091247,6.125704e-13,BCU
2.153488,3630780600000.0,2.1352682,2115.0552,0.08428888,12.003695,2.3557762e-13,BCU
2.4051995,3630780600000.0,2.3928285,964.0964,0.57147014,70.91955,7.972013e-13,FSRQ
2.1025708,36307804000000.0,1.8950635,1033.8075,0.34841296,75.64645,2.1800025e-12,BLL
1.5499533,1.9952623e+16,1.459931,13386.784,0.0,9.317845,1.0412452e-12,BLL
2.3124163,9885531000000.0,2.167266,1426.4716,1.3511356,85.0194,4.7987265e-13,FSRQ
2.11842,0.0,2.1131322,2572.768,0.0,5.050579,0.0,BCU
2.462402,17782794000000.0,2.4807181,1282.5819,0.35047573,16.09757,1.6200932e-12,FSRQ
1.7664346,9.225714e+16,1.641938,5661.2866,0.0,11.458812,2.4678456e-12,BLL
1.9923475,0.0,1.6542361,2371.8262,0.37006512,15.715889,0.0,BLL
2.850328,14791084000000.0,2.8509753,434.29858,0.4923449,17.723356,2.1992976e-13,FSRQ
1.9295042,380189400000000.0,1.7274553,1486.9259,0.31829095,69.08232,4.865741e-13,BLL
2.490636,158489330000000.0,2.5019326,1271.4971,0.26296842,15.19445,8.063359e-13,BLL
1.7231159,0.0,1.6108037,7604.235,0.0,6.986457,0.0,BLL
2.6347046,0.0,2.6211426,976.45233,0.0,14.940117,0.0,FSRQ
2.2197962,17378008000000.0,2.147675,2023.7853,0.31185362,15.499175,5.2371014e-13,BCU
2.6726117,63826347000000.0,2.5137284,408.84457,0.9150152,168.48021,1.3017662e-12,FSRQ
2.0398173,24182434000000.0,1.9480362,3419.1594,0.31192577,13.962013,2.5681833e-13,BCU
1.6774392,1.0715193e+16,1.0047522,9222.331,0.0,15.3480015,3.1141678e-12,BCU
2.5983014,0.0,2.616588,1029.0116,0.6864945,32.239483,0.0,BCU
2.1878493,0.0,2.1505697,2135.4905,0.0,5.034708,0.0,BLL
2.1032195,0.0,1.9100392,2329.86,0.89384323,41.098812,0.0,BLL
2.6129417,1462177200000.0,2.5012763,444.7571,0.66464436,86.89989,1.4828014e-12,FSRQ
2.3178937,25118865000000.0,2.2733808,1111.0509,0.78234667,102.91723,4.203935e-12,BLL
2.32094,13963683000000.0,2.212058,1503.9904,0.03381122,14.9762535,2.6839474e-13,BCU
2.25801,272270120000000.0,2.224957,1538.7838,0.38520843,17.535381,6.808822e-13,BLL
2.2774928,22908676000000.0,2.2807999,1906.1879,0.85697,51.945957,2.3889826e-13,BLL
2.7327793,10115794000000.0,2.6936338,665.3172,0.22990498,12.586701,1.2641656e-12,FSRQ
2.3578417,3250873000000.0,2.2835996,544.3964,0.85781705,7107.277,6.036539e-12,FSRQ
2.0455463,239883290000000.0,1.9229567,1473.5931,0.16798386,15.503572,3.0269552e-12,BLL
2.1148932,331131100000000.0,2.0979025,3000.673,0.5365989,22.469353,3.9996777e-13,BCU
1.8422483,2.0183664e+16,1.7286309,3710.5083,0.41564167,18.052845,1.596526e-12,BLL
1.6873649,3890451400000000.0,1.6456518,10973.906,0.26900947,18.102312,5.355759e-12,BLL
2.4897687,33113147000000.0,2.4785593,1095.5916,0.64126855,21.232563,4.0368444e-13,BCU
2.0331652,1e+17,2.0353665,2611.8743,0.050993115,12.389699,1.9376306e-12,BLL
2.3079183,298538280000000.0,2.312842,1686.9454,0.37679026,14.144678,3.4420326e-13,BCU
1.866723,301995160000000.0,1.7361983,5245.857,0.0,16.009422,5.6277655e-13,BLL
2.7447693,5888436300000.0,2.711229,464.54797,0.34571588,34.180763,9.076115e-13,FSRQ
2.074247,64268770000000.0,1.9903638,769.33295,0.2763648,475.1801,1.5831315e-11,BLL
2.4427953,301995160000000.0,2.3354075,825.5064,0.43753836,22.221586,4.9147e-13,FSRQ
1.943591,371535240000000.0,1.9110885,4616.7285,0.0,13.169527,2.2263323e-13,BLL
2.0028696,555904260000000.0,1.8092372,2245.9766,0.0,10.012219,8.4199596e-13,BLL
2.3411708,7328245500000.0,2.2445264,528.4363,0.7968676,1211.0096,1.22294804e-11,FSRQ
2.370542,6309573300000.0,2.2408855,640.635,0.9041533,150.41382,1.3427959e-12,FSRQ
2.2131813,20892960000000.0,2.128539,1137.6779,1.0018237,460.0459,3.9674e-12,FSRQ
2.062062,630957340000000.0,1.9838626,1268.9302,0.33702052,55.35423,2.0359777e-12,BLL
1.6764723,331131100000000.0,1.6425673,8154.51,0.45366627,16.105217,3.5876328e-13,BLL
2.138981,120226444000000.0,2.0407944,2898.1099,0.7734215,26.395409,5.065473e-13,BCU
2.6852963,2511886400000.0,2.6821008,634.6085,0.6641062,48.738384,1.5781454e-12,FSRQ
2.0884812,519996000000000.0,1.9342734,1145.6415,0.15979427,23.175148,2.1100803e-12,BLL
1.9108651,5649369700000000.0,1.8915883,2437.2585,0.73455894,304.21786,2.5270335e-12,BLL
2.3714983,6309573300000.0,2.3522072,781.47424,0.96741605,326.32373,5.09853e-12,FSRQ
1.8726525,1.9952623e+17,1.6950252,5287.555,0.36507398,18.401888,1.4331017e-12,BLL
1.8865845,660693500000000.0,1.7280172,2501.4485,0.101409405,13.116907,1.2087848e-12,BLL
2.674656,0.0,2.619104,574.4924,0.32314083,15.491779,0.0,FSRQ
2.3660126,5236004500000.0,2.2666998,1203.9333,0.9522894,173.52144,1.8964526e-12,FSRQ
2.688619,1531087400000.0,2.8095965,708.4097,0.58403265,31.197487,2.634074e-13,BCU
2.3045197,5058247000000.0,2.3009994,1058.3154,0.472508,369.026,3.8608327e-12,FSRQ
1.8103536,1.216186e+16,1.7136325,3710.8481,0.22733885,14.89179,1.2250759e-12,BLL
2.392701,4570881700000.0,2.4182668,1136.9736,0.15243474,12.422179,4.9996314e-13,BCU
2.3040643,0.0,2.3549984,1883.6174,0.0,5.642401,0.0,BLL
1.9200784,141253760000000.0,1.8358262,1112.8629,0.13638946,43.229836,8.024057e-12,BLL
1.778775,0.0,1.7536258,9563.027,0.0,9.380506,0.0,BCU
2.0005605,3981075300000.0,1.8749702,4037.1003,0.0,11.730234,1.7944651e-12,FSRQ
1.9385256,1584893100000000.0,1.86703,2740.366,0.35196656,18.03589,6.992734e-13,BLL
1.522563,0.0,1.0887975,16363.659,0.0,6.7755847,0.0,BCU
1.7421539,4.3651584e+17,1.685725,6115.0635,0.3266213,16.238085,9.594029e-12,BLL
1.8391879,0.0,1.8431702,9891.469,0.0,16.793982,0.0,BLL
1.858914,9.0157115e+17,1.8268363,3236.341,0.29177484,20.888027,4.758247e-12,BLL
2.2768795,36307804000000.0,2.243191,1353.7661,0.8125007,42.951694,6.6902294e-13,BLL
2.6466014,5308849000000.0,2.5964491,848.2324,0.0,8.366133,7.1749025e-13,FSRQ
2.183534,20417380000000.0,2.0294244,1002.47723,0.47679877,54.92162,9.52557e-13,BLL
2.6502228,25118842000000.0,2.6306162,1289.6354,0.4501526,16.59697,3.3802125e-13,BCU
2.5237267,19275250000000.0,2.4189255,677.5195,1.0268261,128.48726,1.3205809e-12,FSRQ
2.463941,549540860000000.0,2.066511,1023.6506,0.0,10.707797,4.5331179e-13,BCU
2.0322185,398107160000000.0,2.0299304,3540.75,0.0,8.51009,3.198284e-13,BLL
2.138459,22908676000000.0,1.9929352,1133.3868,0.1051637,14.320506,1.202724e-12,BLL
1.943999,3404081800000000.0,1.8577957,2657.2576,0.96952367,103.738884,1.6295662e-12,BLL
2.193519,223872320000000.0,2.1904716,2320.4116,0.0,9.669441,4.4182065e-13,BLL
2.268201,13489629000000.0,2.2539651,1303.3817,0.48183247,29.863173,1.8680608e-12,BCU
2.4947171,0.0,2.473809,1090.584,0.5730159,30.638971,0.0,BLL
2.5183558,18407735000000.0,2.4765728,1195.7343,0.4611234,16.24603,3.2305316e-13,BCU
2.1320212,75857754000000.0,1.9962118,2340.0112,0.7054481,30.883274,2.825394e-13,FSRQ
2.0157573,69984198000000.0,1.7408969,2255.3936,0.0,9.644557,3.434045e-13,BLL
2.0156665,144543970000000.0,1.9794188,2814.145,0.0,11.202631,7.488055e-13,BCU
2.1115515,0.0,2.0735357,2849.8745,0.0,10.298915,0.0,BCU
2.3212886,10964782000000.0,2.2662163,731.2589,0.47214955,305.16937,6.4718435e-12,FSRQ
1.9893031,312607950000000.0,1.8582195,2772.2336,0.0,8.627426,2.753417e-12,FSRQ
2.1314054,463446940000000.0,2.114639,1823.9336,0.0,9.41406,1.1277738e-12,BLL
2.3687146,22646444000000.0,2.5913234,1819.6678,0.42727625,19.68814,1.2331446e-12,BCU
2.3358567,4365158400000.0,2.23604,637.0943,1.1514616,1387.2844,8.721717e-13,FSRQ
1.7204716,4415704500000000.0,1.345722,7680.1245,0.0,6.3821015,4.644062e-13,BCU
2.5066557,22646419000000.0,2.5290358,1130.8086,0.26701784,13.863275,1.6149423e-13,BCU
2.5058408,3630780600000.0,2.4365454,717.28064,0.89449173,74.79014,1.2002038e-12,FSRQ
1.920909,4786301000000000.0,1.7423145,2233.2427,0.05874756,11.92357,4.4895728e-12,BLL
1.628908,0.0,1.5911549,10941.837,0.82748663,23.321249,0.0,BLL
2.6419754,87096274000000.0,2.622218,705.4721,0.12220744,10.970837,2.3466374e-13,BCU
2.300774,4518559400000.0,2.1936252,719.52264,0.9649051,2015.6206,1.4324814e-11,FSRQ
2.5562224,3845917800000.0,2.4452941,376.11395,0.76297146,488.75156,6.7742465e-12,FSRQ
1.9796907,1096478200000000.0,1.9613861,2920.2979,0.48413482,34.76974,1.1706417e-12,BLL
2.126766,0.0,2.083623,1805.0328,0.0,11.40854,0.0,BLL
2.6235626,26546042000000.0,2.572685,690.3434,1.393205,99.233116,1.4635144e-13,BCU
2.4585195,109647820000000.0,2.4372685,1459.429,0.51509243,24.79726,9.708206e-13,BLL
1.8294507,3.3496544e+16,1.4814651,4976.16,0.5528847,17.629707,1.2490706e-12,BLL
2.120499,75857754000000.0,2.0768394,3184.5115,0.7096743,29.34442,5.048321e-13,BCU
2.1348064,17378008000000.0,2.0515146,752.547,0.58669096,536.55927,3.962534e-12,BLL
2.3490703,43651580000000.0,2.3386426,1402.5859,0.594958,20.352436,1.0525822e-12,BLL
2.4693704,6137620000000.0,2.3839228,592.62195,0.96139854,155.10747,2.1012852e-13,BCU
2.3004944,5754399500000.0,2.3215892,1381.0398,0.0,8.840924,1.5373367e-12,FSRQ
1.8377019,3.801894e+16,1.7638471,1639.2999,0.3701676,73.00961,9.212978e-12,BLL
2.1271484,12882495000000.0,2.0222726,806.71155,0.26877084,327.11932,1.0595245e-11,BLL
2.5869598,3491403100000.0,2.4402564,365.00333,1.5234864,920.666,3.4746255e-12,FSRQ
2.449359,6382635000000.0,2.3940983,1096.9584,0.5298088,23.135355,2.2999796e-13,BCU
2.0984325,860993800000000.0,1.9353739,1396.1937,0.58995825,49.807453,2.30238e-12,BLL
2.2161868,0.0,2.0882587,1912.3817,0.0,7.252289,0.0,BCU
2.058876,851138000000000.0,1.8208698,1727.9886,0.0,8.620527,2.965603e-12,BLL
2.2685852,660693000000000.0,2.2852857,1963.849,0.40476707,16.96115,4.087201e-13,BCU
1.8954163,2.290871e+16,1.745631,4261.096,0.0,9.896436,4.2240885e-13,BCU
2.3996983,13182564000000.0,2.3577504,1060.5979,1.3510891,89.396675,8.4055473e-13,BCU
2.2185588,52480746000000.0,2.239686,1915.4902,0.51502544,24.138031,3.867595e-13,BLL
2.4314902,71779420000000.0,2.4068336,1081.5282,0.48747796,19.419228,1.0763661e-12,BCU
2.020839,3981071800000000.0,2.0442524,3276.8206,0.0,12.410299,1.5532953e-12,BCU
2.2898242,0.0,2.2694404,1636.317,0.29731476,21.491852,0.0,BLL
2.3466775,158489330000000.0,2.321687,1233.2803,0.0,10.797726,7.5717454e-13,BCU
2.3819258,27542287000000.0,2.327327,1167.1764,0.6195843,28.336678,1.5513293e-12,BCU
2.5630782,6382635000000.0,2.4939106,589.57904,0.5448029,59.503624,2.4813955e-12,FSRQ
2.006067,3.801894e+16,2.0166209,2352.8098,0.44443268,56.905094,3.2542356e-12,BLL
2.0297077,7943282000000000.0,2.0176196,3892.1658,0.17482384,13.158039,3.9575188e-12,BLL
1.9731219,891250950000000.0,1.8722526,1408.6582,0.32105842,56.87987,3.9886323e-12,BLL
2.1036634,707945800000000.0,2.1225753,2294.4387,0.344463,15.399285,9.771967e-13,FSRQ
2.3482385,0.0,2.2684677,973.36237,2.2234385,973.84076,0.0,BCU
2.1975346,199526230000000.0,1.9368434,1233.5527,0.2467429,21.10864,1.2344571e-12,BLL
1.8232485,0.0,1.681841,5963.951,0.0,11.932694,0.0,BCU
2.477568,11481536000000.0,2.4722874,893.2387,0.710396,86.38519,1.1058265e-12,FSRQ
2.2253141,102329300000000.0,2.2112005,1897.2054,0.0,10.139169,7.559969e-13,BCU
2.2006464,2238721100000000.0,2.219007,1635.3767,0.37237608,23.053274,1.97575e-12,BLL
1.764674,1.8197008e+18,1.5976335,2599.0706,0.47137323,47.38398,7.822291e-12,BLL
2.306013,0.0,2.0649688,1508.7677,0.0,9.521696,0.0,BCU
1.7168618,0.0,1.7058573,10163.248,0.0,10.834171,0.0,BCU
2.4475477,2754228800000.0,2.250533,786.9743,0.93796676,158.57487,2.1928504e-13,FSRQ
1.6317279,0.0,1.5251056,13272.628,0.0,4.485328,0.0,BLL
2.3659334,1717907000000.0,2.2711256,1198.1084,1.7073627,252.09085,4.3614109e-13,BCU
2.0989726,582103200000000.0,2.0105302,1019.09204,0.4253452,59.487907,2.1531089e-12,BLL
2.4491475,30902954000000.0,2.4512227,1051.8033,0.0,5.4898434,2.9419482e-13,FSRQ
1.9802196,6309573000000000.0,1.8947359,1562.7329,0.34756866,43.46549,2.9629545e-12,BLL
2.0867856,660693500000000.0,2.048156,1614.3691,0.26548237,20.110079,2.1894951e-12,BLL
1.8366243,3890451400000000.0,1.6283997,3116.3027,0.26470765,18.248526,6.9974853e-13,BLL
2.5909972,2570395800000.0,2.5885165,1042.8093,0.52020544,53.625526,3.6725018e-13,FSRQ
1.9358433,8.1283055e+16,1.8821881,4226.423,0.9315747,24.240934,2.515394e-12,BLL
1.703694,0.0,1.4978257,6446.3906,0.0,11.19749,0.0,BCU
2.5231397,7244353600000.0,2.13855,781.89154,0.94384855,36.682507,6.233486e-13,FSRQ
2.2911065,14454393000000.0,2.2877398,1615.7966,0.0,5.766216,9.752479e-13,BCU
1.8113284,5495408500000000.0,1.580146,4784.0107,0.0,8.979293,7.7307746e-13,BCU
2.1489131,10964782000000.0,2.061106,2100.8333,0.6543083,38.51214,4.332355e-12,BLL
2.3026557,10964782000000.0,2.278894,2720.5227,0.51349413,31.071226,4.8947218e-12,BLL
2.2591026,10115794000000.0,2.1503568,883.1962,1.0701646,871.1923,1.5386045e-12,BLL
1.8947277,0.0,1.4491328,3717.8833,0.24482693,14.709603,0.0,BLL
2.0433903,20892960000000.0,1.5234867,2520.7742,0.49079543,17.885368,2.3296678e-13,BCU
