PL_Index,nu_syn,LP_Index,Pivot_Energy,Frac_Variability,Variability_Index,nuFnu_syn,CLASS
2.1835873,6237348400000.0,2.1667347,2583.9507,0.36789662,18.199617,1.649495e-13,BCU
2.0549982,0.0,1.7168151,2629.127,0.4847778,20.343245,0.0,BCU
2.3822415,16405897000000.0,2.3385868,923.8788,1.3293246,1264.4159,2.7279977e-12,FSRQ
1.9438368,168849600000000.0,1.7997206,2331.2996,0.3044058,35.612732,1.8518167e-12,BLL
2.3005705,20892960000000.0,2.213757,2047.7372,0.0,5.4098277,2.5098397e-13,BCU
2.3673878,2187761700000.0,2.2877061,1114.1797,1.6655443,262.74518,4.517675e-13,BCU
1.915923,7943282000000000.0,1.7606214,2371.391,0.09804124,12.134271,1.712336e-12,BLL
2.1755414,4591980000000.0,2.1101203,880.07184,0.42932096,240.75616,3.274847e-12,BLL
2.5062344,4265795000000.0,2.3345737,792.9409,0.696759,28.927649,4.4041387e-13,BCU
1.5918213,1e+17,1.5031598,18183.918,0.0,10.289518,1.0145934e-12,BCU
2.4043229,57543993000000.0,2.3041317,966.33954,0.0,8.63027,1.2350342e-12,FSRQ
1.9878999,31622777000000.0,1.976249,3807.0293,0.65032357,25.579939,1.0697418e-12,BLL
2.4948084,0.0,2.4634461,964.1606,0.9730909,129.16632,0.0,BCU
2.415582,2187762300000.0,2.2705798,1310.5245,0.0,8.413304,2.9933328e-13,BCU
2.3409777,6309576500000000.0,2.402679,1862.4524,0.6549407,24.432993,1.1111841e-12,BCU
2.548598,1244514600000.0,2.0662892,741.2324,1.226701,51.652546,1.10621364e-13,BCU
2.2468083,15488166000000.0,2.1211853,1978.171,0.21927388,13.799443,2.0733996e-12,FSRQ
2.1570675,33496544000000.0,1.8587755,1750.5593,0.31056926,13.7939625,2.146288e-11,BLL
2.0873222,46773515000000.0,1.9525887,2125.9536,0.72999454,43.878246,1.0401093e-12,BLL
2.1733139,28840315000000.0,2.040957,2355.5605,0.09450814,15.598768,6.0289545e-13,BCU
2.2788756,3299894000000.0,2.2019026,841.2263,0.7156373,1190.0673,1.8527421e-12,FSRQ
1.9563843,0.0,1.7976494,1881.1945,0.25179574,15.225581,0.0,BLL
2.048113,0.0,2.018466,3872.7185,0.0,8.126519,0.0,BLL
2.0135689,1584893100000000.0,1.9116693,2563.344,0.21567722,17.609259,1.1925017e-12,BLL
2.0479276,0.0,2.0581794,3930.6294,0.40338263,21.007679,0.0,BCU
2.4194052,11481536000000.0,2.3924494,1563.3461,0.8168783,68.01042,2.3731217e-12,BCU
2.6271527,0.0,2.8030183,1028.6306,0.23473465,14.206098,0.0,FSRQ
2.5888276,1348962900000.0,2.5418994,749.2762,1.0383972,519.9032,2.4863772e-12,FSRQ
2.1946979,162181000000000.0,2.084648,970.82666,1.6092551,3410.7285,9.045551e-12,BLL
2.3615088,3318944600000.0,2.2715657,627.13135,0.48124903,653.2348,3.2336946e-12,FSRQ
2.5103738,30199486000000.0,2.827503,1390.2432,0.0,12.15946,3.582185e-13,BCU
2.6123338,7943282500000.0,2.5982864,642.5598,0.4116672,52.422855,2.277666e-13,BCU
2.1014283,0.0,2.0805392,3733.2673,0.2625778,11.587755,0.0,BCU
2.2366443,19275250000000.0,2.2329547,2511.5493,1.0735706,37.95041,7.685374e-13,BCU
2.9843454,0.0,2.9759855,399.57956,0.0,5.1727376,0.0,BCU
2.721597,0.0,2.8526855,768.05225,0.33290794,15.29556,0.0,BCU
2.324556,371535220000.0,2.3085496,1354.6929,0.82514596,36.34187,3.1553243e-13,FSRQ
2.5813,17378008000000.0,2.56314,1002.69556,0.22444333,15.033079,1.8156243e-13,BCU
1.7912729,1.3803842e+16,1.59582,4517.5063,0.18327992,17.43051,7.534371e-12,BLL
1.851626,6237348500000000.0,1.6251467,2880.77,0.0,4.80201,8.0776493e-13,BCU
1.9968083,2238721100000000.0,1.7745327,1961.9648,0.0,8.150005,2.1143115e-12,BLL
1.9467478,2.2908677e+16,1.8662771,3382.4258,0.93666995,40.78795,1.7657207e-12,BLL
1.8679546,4.570882e+17,1.2532986,8613.57,0.0,10.828091,3.1286863e-13,BCU
2.1216245,6237348400000.0,2.0297084,642.80597,0.8018237,10041.657,2.4626008e-11,BLL
2.5115418,0.0,2.497616,1650.4734,0.0,7.823437,0.0,BCU
2.7080326,1380384200000.0,2.6755579,455.0339,0.40932474,157.44185,8.845105e-13,FSRQ
1.8943013,3.273407e+16,1.8958522,4528.856,0.24085045,19.072006,5.2734037e-12,BLL
2.7311118,4518559400000.0,2.7308824,643.7572,0.8126731,115.87313,1.9763553e-12,FSRQ
1.9817667,0.0,1.8428941,3848.1897,0.3829397,16.967093,0.0,BCU
2.3630679,4518559400000.0,2.2877367,1571.7343,0.31283012,13.90865,5.7420637e-13,BCU
1.855323,0.0,1.7582939,5420.644,0.0,6.5978246,0.0,BCU
2.5098498,4786301000000.0,2.6554363,1374.0609,0.4969538,54.99218,1.2285505e-12,BCU
2.5378118,4315193000000.0,2.4396296,885.8426,1.2438874,146.39343,2.2203683e-13,BCU
1.7771654,4.8977883e+16,1.6513587,2087.8933,0.42442927,145.12607,8.058329e-12,BLL
1.9502634,0.0,1.9333087,4479.469,0.0,9.897878,0.0,BLL
2.0548046,229086760000000.0,1.8849475,2717.8167,0.15373597,17.884031,6.7134536e-13,BCU
2.2338743,4518559400000.0,2.2254584,1972.0055,0.15122946,15.127574,3.9719976e-12,FSRQ
1.8908653,2.2908677e+17,1.8824706,3382.1675,0.19409473,12.214208,1.6543714e-11,BLL
2.0731251,28840315000000.0,2.043729,2847.4927,0.13270201,13.153483,3.8408645e-13,BCU
1.9733257,2065380100000000.0,1.8001984,1837.9796,0.27441183,26.412964,1.5880054e-12,BLL
1.6218294,2.2387232e+17,1.5024667,11046.484,0.0,14.941489,7.789669e-13,BLL
2.033752,78523560000000.0,1.8485223,2156.4514,0.55607706,41.841965,9.319422e-13,BLL
2.13035,100000000000000.0,1.9877325,3066.8726,0.5768243,18.29633,5.366894e-13,BCU
1.9993175,0.0,1.9923104,5904.742,0.5398364,23.435774,0.0,BCU
1.8807336,3.801894e+16,1.7283883,2207.0984,0.14778233,14.622716,8.939907e-12,BLL
2.3280556,33884415000000.0,2.1385734,1183.6053,0.17729503,11.866475,3.3011481e-13,BCU
2.0640566,56234133000000.0,1.9356064,1741.6973,0.23403366,19.343727,2.3019453e-12,BLL
2.4100657,70794640000000.0,2.396469,1315.7443,0.35142028,12.992355,7.052271e-13,BCU
2.002152,0.0,1.9161727,3668.7285,0.0,10.47187,0.0,BCU
2.3795087,8550667000000.0,2.2774699,696.9321,0.80240816,790.82715,3.0215654e-12,FSRQ
2.2211173,0.0,2.211496,2437.7207,0.19826472,14.613058,0.0,BLL
2.6878426,5308844300000.0,2.6540608,573.2118,0.30162203,23.082935,8.9074624e-13,FSRQ
2.237752,0.0,2.2410822,3189.7808,0.0,11.803212,0.0,BLL
1.9207456,0.0,1.7324057,2037.1581,0.2235359,32.06735,0.0,BLL
2.3670664,0.0,2.3544068,1743.9655,0.0,8.692162,0.0,BCU
2.5562568,3548135600000.0,2.4698415,891.03577,0.0,4.3366446,3.5460675e-13,BCU
1.7936169,3.60994e+16,1.7374063,5412.0337,0.5134092,19.307114,5.1712913e-12,BLL
2.3239748,5308844300000.0,2.3185449,1982.2472,0.6019659,20.26074,7.354057e-13,BCU
2.523516,3273407000000.0,2.4041934,722.98865,1.3018534,163.00485,4.6696035e-13,BCU
2.0985293,0.0,2.007337,2879.9888,0.0,9.806593,0.0,BCU
1.9476714,1995262400000000.0,1.8839695,3235.1677,0.29812095,17.10137,2.7745018e-11,BCU
1.9033226,0.0,1.8393474,3703.1677,0.3077617,14.332238,0.0,BLL
2.0530941,54954086000000.0,1.9496961,1181.8087,0.25974014,109.009094,7.1795794e-12,BLL
2.4792988,3981071600000.0,2.3739955,746.11066,0.73008716,89.0411,1.9363953e-12,FSRQ
2.4040427,1350516900000.0,2.323459,771.84033,0.7566275,335.96204,3.0823078e-12,FSRQ
2.5453124,12589254000000.0,2.4248316,489.29697,1.1403486,373.10196,6.753315e-13,FSRQ
2.672079,2187761700000.0,2.4804556,474.85254,0.77707577,111.13025,4.0237965e-13,BCU
2.2833314,2187761700000.0,2.2406828,1675.4294,0.5480215,25.256601,1.3871774e-12,FSRQ
1.8743973,0.0,1.6165236,3225.7688,0.0,9.075209,0.0,BLL
2.3102927,13182567000000.0,2.2424922,1304.4961,0.39083835,25.989388,2.6113736e-12,BLL
2.6498196,1803017800000.0,2.6485252,951.7759,0.54699886,33.365543,4.19276e-13,FSRQ
1.9211518,0.0,1.7545592,2893.9143,0.0,9.309434,0.0,BCU
2.3601713,0.0,2.2410877,700.323,1.3786103,437.51813,0.0,BCU
2.5335274,7943282500000.0,2.5328248,875.41724,0.51225775,40.075348,1.5595489e-12,FSRQ
2.4840672,0.0,2.3490512,1207.8761,0.54009485,19.99519,0.0,BCU
1.9961724,222843520000000.0,1.846384,1253.2418,0.20574366,92.30578,4.4812275e-12,BLL
2.0410213,398107530000000.0,2.044361,4636.4404,0.65900177,29.013716,6.8374473e-13,BLL
2.5149791,0.0,2.7546163,1153.4733,0.70558476,34.47391,0.0,BCU
2.154296,316227770000000.0,2.1409812,2339.1309,0.5846123,30.69809,8.2155566e-13,BLL
2.7695487,0.0,2.8664234,709.8726,0.44614163,19.679768,0.0,BCU
1.864045,0.0,1.843014,6769.716,0.0,7.4234114,0.0,BCU
2.0491354,57543993000000.0,1.9793323,1776.6975,0.29502088,54.811657,3.7608154e-12,BLL
1.9408891,363078050000000.0,1.8056031,2146.1929,0.25995556,25.208021,4.2029574e-13,BLL
2.268972,254097280000000.0,2.122121,1553.1842,0.0,9.342639,1.3976293e-12,FSRQ
2.4883976,3311311300000.0,2.416498,1525.8691,0.49229008,18.423632,5.8553656e-13,BCU
2.176204,0.0,1.6180027,4076.6997,0.0,7.511154,0.0,BCU
2.6120958,4365158400000.0,2.6408947,782.20026,0.6636755,128.08601,1.1820586e-12,BCU
2.6830707,966050900000000.0,2.6159856,618.6407,0.0,9.464149,3.7411144e-13,BCU
2.2919111,0.0,2.2489886,1578.424,0.5384366,19.511274,0.0,BCU
1.881172,2466039200000000.0,1.8005332,1768.2115,0.437988,139.32582,4.063591e-12,BLL
3.075706,59566214000000.0,3.0861561,329.55103,0.1861338,13.837941,1.8702127e-11,FSRQ
2.2339838,0.0,1.9028548,1503.4639,0.0,9.932422,0.0,BCU
2.5565145,0.0,2.495851,846.72845,0.69078,32.22171,0.0,BCU
2.0111184,0.0,2.0231159,3101.3682,0.35690683,16.86832,0.0,BLL
2.094494,0.0,1.7564545,3425.454,0.0,11.567889,0.0,BCU
1.9862305,3.3113111e+16,1.9807093,4691.86,0.0,9.319608,2.5728295e-12,BCU
2.1083546,20892960000000.0,2.0669274,1854.7814,0.25902322,30.573887,3.265337e-12,BLL
2.8163025,1717908400000.0,2.8006902,478.6351,0.38856354,29.855848,5.7439676e-13,FSRQ
2.5323346,10000000000000.0,2.4152467,1081.9004,0.4070552,20.031628,2.281508e-13,BCU
2.191674,3507518700000.0,2.0419757,1173.0834,0.31072372,34.784435,3.5898227e-13,BLL
2.2153473,4168693800000.0,2.1202097,931.6046,0.95006627,500.7918,5.2036253e-12,BLL
2.1140847,0.0,2.0601828,3814.3672,0.0,10.665181,0.0,BCU
2.586711,602559600000.0,2.5453913,834.47644,1.0266695,118.93026,5.258635e-13,FSRQ
2.598346,2570395800000.0,2.571291,800.51514,0.31398246,24.19689,1.855577e-12,FSRQ
2.6809666,6237348400000.0,2.6064348,406.6175,0.9282053,479.5424,9.325712e-12,FSRQ
2.3097363,4786304300000.0,2.281429,1274.2815,1.2923137,413.6182,3.6062762e-13,BCU
2.244945,43151910000000.0,2.1541111,1716.1505,0.0,8.527581,9.89881e-13,BCU
2.3957422,156675100000000.0,2.3423183,1329.5638,0.30421782,15.004949,8.8706614e-13,BCU
2.880183,13489629000000.0,2.829671,419.9219,0.60540307,76.7468,1.40669846e-11,FSRQ
2.603651,96605090000000.0,2.6012409,818.9751,0.31421334,14.529087,2.7439994e-13,BCU
2.4274426,6760829600000.0,2.3967497,1145.9193,0.85672265,56.42368,8.3260303e-13,BCU
2.3586667,79432750000000.0,2.2654443,1418.7683,0.3327539,14.764559,6.082078e-13,BCU
2.149859,15776112000000.0,2.0254452,1067.9352,1.4289602,1464.9364,2.432232e-12,FSRQ
2.1438096,226464430000000.0,2.147161,2413.697,0.54028875,35.516243,4.5734824e-13,BLL
1.8971887,0.0,1.6578408,3709.0059,0.17952996,12.567467,0.0,BCU
2.8037405,28840315000000.0,2.721016,502.01398,0.64538246,29.39544,1.2122885e-12,FSRQ
1.8464783,4.8977883e+16,1.8552219,5731.6963,0.37311518,18.596008,7.715605e-12,BLL
2.2014787,0.0,2.0127654,1649.4932,0.1693872,12.3256035,0.0,BCU
2.4950051,15135613000000.0,2.476238,850.49164,0.6992393,103.125725,4.8282526e-13,BLL
2.6416056,17782794000000.0,2.6362848,1522.9628,0.07732572,11.837837,8.3705113e-13,BCU
1.8305869,4.4157044e+16,1.7440816,6879.0684,0.0,8.705142,1.5474371e-12,BLL
1.681387,0.0,1.377918,5952.091,0.64967036,37.793285,0.0,BLL
2.5686224,4786301000000.0,2.573298,877.7094,0.5854074,25.39021,3.2641042e-13,BCU
1.7330644,1.9952623e+16,1.6483959,2066.7964,0.43464538,314.69104,1.5274042e-11,BLL
2.0863504,2818383000000000.0,1.9663959,1536.6902,0.12932804,15.112171,3.4343693e-12,BLL
2.1449108,169824370000000.0,2.0811892,1840.3362,0.21549094,16.10523,3.4818096e-13,BLL
2.3777018,0.0,2.4767323,1506.4175,0.0,4.7892914,0.0,BCU
1.9777334,7328245500000000.0,1.8570604,3826.9238,0.0,9.845602,1.2579257e-12,BLL
2.0574868,0.0,1.8251864,1677.4707,0.24929763,19.861486,0.0,BLL
2.1125848,0.0,2.1123059,3022.0178,0.0,9.566781,0.0,BLL
2.2124252,43151910000000.0,2.0962498,877.6064,0.7085246,283.3714,1.755913e-12,FSRQ
2.274746,9332543000000.0,2.1829197,903.6424,1.335227,780.6762,2.3082562e-12,FSRQ
1.9950024,26001596000000.0,1.9538931,3974.5515,0.23653755,13.82518,1.1802798e-12,BLL
2.1337166,0.0,2.1676433,2808.3062,0.32310024,18.713171,0.0,BCU
2.61403,6309576400000.0,2.6689403,863.6318,0.6517966,26.50355,3.2100958e-13,FSRQ
2.2044854,7943282500000.0,2.1995459,2333.8704,0.0,10.427711,5.7514985e-13,BCU
2.1580942,11220185000000.0,1.3511282,2564.6675,0.0,15.46102,4.2433122e-13,BCU
2.4668193,7244359400000.0,2.6045883,1311.7821,0.54082495,34.627018,2.9318518e-13,FSRQ
1.6711787,3.3496544e+16,1.6289245,10634.021,0.0,11.30801,9.113265e-13,BCU
2.03264,0.0,1.9259664,3161.8655,0.3712059,20.287941,0.0,BCU
2.0713737,316227770000000.0,1.9621602,1008.0341,0.36702892,424.4349,1.2309091e-11,BLL
1.7829721,0.0,1.8195097,7301.169,0.0,7.051725,0.0,BCU
2.437965,5308844300000.0,2.311514,659.38074,0.7874476,397.77115,3.4520652e-12,FSRQ
1.905562,2818383000000000.0,1.8240036,5387.448,0.0,16.024328,1.5338963e-12,BCU
2.1681244,76736150000000.0,2.1309574,1854.5098,0.19723101,16.667667,1.7567744e-12,BLL
2.3748767,40738030000000.0,2.3444505,1438.6433,0.0,12.998525,1.0069943e-12,BCU
2.4927828,5754399500000.0,2.3660316,681.8891,0.63517505,85.463486,2.971488e-13,BCU
2.337046,275422860000000.0,2.252349,1103.5312,0.045065887,11.072655,1.2354039e-13,BCU
2.090639,29512092000000.0,2.0801768,2830.1875,0.39238477,15.823696,2.4203935e-13,BCU
1.8732549,1770108900000000.0,1.7643487,1874.053,0.16187482,19.517246,2.7954453e-12,BLL
2.0472667,127350310000000.0,1.8725287,1288.5658,0.66560566,218.61331,2.1467526e-12,BLL
2.4384692,33113112000000.0,2.430514,955.2885,0.39697304,31.57772,3.7242514e-12,BLL
2.1042695,0.0,2.1146665,4457.6797,0.0,12.592229,0.0,BCU
2.0396986,272270120000000.0,1.9431303,1310.5944,0.55525154,93.697525,1.8049659e-12,BLL
1.6911384,5.2480745e+17,1.553631,3382.1746,0.41293478,35.25338,1.30919095e-11,BLL
2.515443,12882495000000.0,2.5539331,1001.71204,0.7906334,118.98386,7.376222e-12,FSRQ
2.615015,7852356300000.0,2.5025735,610.79047,0.7356531,80.649185,1.003855e-12,BLL
2.0754073,0.0,0.68789005,3925.1396,0.0,10.366653,0.0,BCU
2.2157116,14621772000000.0,2.1674109,820.387,0.41072485,137.799,3.7400894e-12,BLL
2.4472177,891250950000000.0,2.3413517,687.83295,1.7756547,164.48378,4.16337e-13,BCU
2.2019043,0.0,1.8781394,1883.4048,0.0,9.939978,0.0,BCU
2.371873,19588446000000.0,2.238047,611.7157,1.117072,819.04095,4.8878852e-12,FSRQ
2.2341313,0.0,2.2140033,2418.1875,0.45042136,15.604732,0.0,BCU
2.3144364,272270120000000.0,2.309245,1342.499,0.21371837,16.04823,1.512422e-12,BLL
1.962552,3548134000000000.0,1.7062161,3430.874,0.0,10.295144,9.972086e-13,BCU
2.4261918,1122018400000.0,2.2529738,643.1043,0.76387745,230.27907,7.5179945e-13,FSRQ
1.9614308,912010900000000.0,1.826972,1464.124,0.07203071,15.420535,2.5905322e-12,BLL
2.0918965,0.0,1.9601003,3097.6257,0.0,10.032558,0.0,BLL
2.1892316,10964782000000.0,2.0636249,723.9595,0.7156194,1061.2396,1.51315e-11,FSRQ
2.2211504,0.0,2.1931484,1840.9896,0.0,3.434742,0.0,BLL
2.9554098,1531087400000.0,3.204185,461.4901,0.29036593,21.121565,5.2420964e-13,BCU
2.064255,148251800000000.0,2.0564187,1510.6252,0.31229538,2863.5242,4.8466873e-11,BLL
2.575578,17782794000000.0,2.480831,794.57104,0.43103522,16.812986,3.121095e-13,BCU
1.6497614,0.0,1.5766776,15457.051,0.0,13.660012,0.0,BLL
1.8411038,7079458000000000.0,1.8413852,4704.781,0.2622388,15.220042,2.4966116e-12,BLL
2.28147,9120108000000.0,2.1870177,588.163,1.1580906,2349.627,2.0051322e-12,FSRQ
1.8308798,0.0,1.8547672,6091.9614,0.0,9.309329,0.0,BCU
2.4813964,4897788400000.0,2.4753249,1086.8484,0.5768305,107.271484,1.2956241e-12,FSRQ
1.9296122,221309460000000.0,-0.048980314,5418.4663,0.0,12.706378,4.8198663e-13,BLL
2.619487,1188502200000.0,2.5521827,785.87006,0.0,6.7531404,9.51426e-13,BCU
2.8425,5308844300000.0,2.8114562,481.47787,0.28260195,18.91664,1.9126389e-12,BCU
2.3351107,758577600000000.0,2.3375769,1614.0374,0.26792538,14.966939,1.1088735e-12,BLL
2.5744002,0.0,2.4204648,657.9821,0.1407189,12.318249,0.0,BCU
2.5042882,78523560000000.0,2.4649873,1163.5272,0.88495827,38.346706,2.2628095e-12,FSRQ
2.360128,0.0,1.954355,1502.6821,0.026480619,11.927705,0.0,BCU
1.9211258,2065380100000000.0,1.7257,2425.312,0.0,9.107821,2.4011982e-12,BLL
1.7520686,0.0,1.6890706,6409.733,0.3283074,23.269806,0.0,BLL
2.0356011,562341300000000.0,1.8888974,2967.9758,0.0,10.544841,1.5709089e-12,BLL
2.3089204,34276780000000.0,2.204115,1446.9973,0.0,8.005109,2.7163016e-13,BCU
1.7648747,7.5857755e+16,1.7415713,5933.298,0.20839241,14.253026,4.450133e-12,BCU
2.1967642,9549916000000000.0,2.0180278,2145.9895,0.103392705,12.789018,2.9005277e-12,BLL
2.218876,78523560000000.0,2.1695287,1633.3611,0.89078695,104.3914,6.0933203e-13,BCU
2.3135846,51880005000000.0,2.2438798,1488.8773,0.7915157,31.430828,1.2573176e-12,BCU
1.9977165,254097280000000.0,1.9334961,2752.1992,0.105629206,11.364708,1.0292005e-12,BLL
2.433743,1698243700000.0,2.332176,756.49335,0.9658591,152.34465,5.69503e-13,FSRQ
2.3612006,9885531000000.0,2.215943,803.5779,1.2503871,462.67313,3.8540026e-12,FSRQ
2.3236964,3019951800000.0,2.1805072,977.1839,0.7452308,192.97269,8.87393e-13,BCU
1.9507058,0.0,1.8940463,3376.1707,0.09791613,12.81726,0.0,BLL
2.023999,27289778000000.0,1.9651836,1622.6273,0.31108257,208.41606,7.904438e-12,BLL
2.0063233,0.0,1.7487977,3476.1118,0.0,11.396311,0.0,BCU
2.5948298,3019948400000.0,2.6013923,799.45526,0.65013474,52.725586,3.3685888e-13,FSRQ
2.38503,15135613000000.0,2.2895896,493.4284,0.77290916,2811.4902,1.3712259e-11,FSRQ
2.2878318,2089296100000000.0,2.2618685,1579.6427,0.0,7.714622,3.9403517e-13,BLL
1.6126999,245470890000000.0,1.4284642,13789.932,0.0,10.251093,5.721725e-13,BLL
2.6790264,0.0,2.7021594,892.31494,0.22174795,12.3992,0.0,BCU
2.2733898,977237250000.0,2.1465445,1768.9266,0.9591676,68.05886,1.195369e-12,FSRQ
2.3246067,7328245500000.0,2.2319624,626.8269,1.4839945,2676.413,1.6760655e-12,FSRQ
2.6885705,9332543000000.0,2.810892,841.2796,0.61246705,43.723034,1.7384892e-13,BCU
2.7325535,3845917800000.0,2.7021174,549.2657,0.39360398,26.168137,5.28236e-13,FSRQ
2.266733,34276780000000.0,2.260611,2027.9229,0.14271303,12.098773,6.6342065e-13,BLL
1.5784849,1.4454392e+16,1.3646536,23929.857,0.0,8.400432,1.3862323e-12,BCU
1.8097967,1.566751e+16,1.7980388,5729.084,0.3407957,20.526484,3.1151071e-12,BLL
2.2820852,0.0,2.1025236,1511.0161,0.6347341,29.982313,0.0,BLL
1.8460377,199526230000000.0,1.6710106,2976.7502,0.41345155,22.220003,1.1136404e-12,BLL
2.824355,1698243700000.0,2.809432,453.233,0.60753876,99.25295,5.2223384e-13,FSRQ
2.6301563,2018366300000.0,2.3900456,576.2812,0.6613832,42.43465,8.8764846e-13,FSRQ
2.007919,1819700900000000.0,1.912508,1788.6217,0.6489832,180.25992,3.2412387e-12,BLL
2.1648118,187499450000000.0,1.791781,2709.2493,0.22330698,14.372856,2.610532e-13,BCU
1.9957694,6.16595e+17,1.9694378,3091.7864,0.0,5.9480567,1.9745859e-12,BLL
2.5992897,70794640000000.0,2.5670748,1033.3706,0.4703176,21.937372,2.818967e-13,BCU
1.7445023,1.3182567e+17,1.479355,3946.9468,0.25894648,16.583305,1.464465e-12,BCU
2.433127,0.0,2.3369012,1283.7412,0.54526585,29.300648,0.0,BLL
2.3681312,8912509000000.0,2.3462827,1104.3633,0.7540624,138.79866,4.3374852e-12,FSRQ
1.9878184,1995262400000000.0,1.9965191,4926.0757,0.0,5.2359667,5.224876e-13,BLL
2.2711837,18407720000000.0,2.1423745,1126.0688,0.56968606,59.372066,9.348135e-13,BCU
2.0576482,146217720000000.0,2.0261128,2973.0237,0.16312334,12.4565,1.4839217e-12,BLL
2.3764255,758577600000000.0,2.0193293,1060.4464,0.0,9.835454,9.614307e-14,BCU
2.1476107,831763800000000.0,2.1642644,3002.7183,0.44680822,16.816706,8.4657026e-13,BLL
2.4802566,0.0,2.4705806,887.75024,0.8335049,276.81546,0.0,FSRQ
2.209466,6760829600000.0,1.9179107,1150.1833,0.71570706,126.22777,1.6391738e-12,BCU
2.0651982,29512092000000.0,1.9164834,2584.6826,0.0,4.5275564,7.1774634e-13,BCU
1.9759827,28840315000000.0,1.8070749,3339.1716,0.5003513,21.18057,3.829032e-13,BCU
2.4304526,2249055800000.0,2.308749,508.05914,1.5918385,2179.3171,5.034774e-13,FSRQ
2.1327598,3630780600000.0,2.042807,1048.8273,0.12780172,22.046713,1.2553679e-12,BLL
2.412129,4786301000000.0,2.3283198,1260.5251,0.9072306,48.098454,4.1626126e-13,BCU
1.9194587,0.0,1.8069481,3213.173,0.31770697,16.039549,0.0,BCU
2.093335,19054608000000.0,1.9517882,1100.5824,0.33877474,97.66634,2.2886585e-11,BLL
2.0993395,0.0,2.077764,2948.7502,0.0,10.454135,0.0,BLL
2.1471992,7762471300000.0,2.1068544,1118.5859,0.16204864,29.923817,9.87227e-12,BLL
2.327703,0.0,2.323369,1472.4563,0.3089878,17.92392,0.0,FSRQ
2.13262,57543993000000.0,2.072141,1669.9509,0.3112389,23.670479,2.8136625e-12,BLL
1.8331461,0.0,1.7149197,5251.812,0.43306738,23.040497,0.0,BLL
1.9786844,0.0,1.7554127,3155.0767,0.56269675,20.776602,0.0,BCU
2.1747172,18407720000000.0,2.0077977,1335.2997,0.62187654,40.383568,6.836015e-13,BLL
1.9282087,0.0,1.8665581,3591.8035,0.8168754,55.983616,0.0,BLL
2.5984802,0.0,2.5179422,755.9413,0.2572128,17.537891,0.0,BCU
2.0210953,3630780700000000.0,1.9734111,2830.8386,0.0,6.8402367,1.9749495e-12,BLL
1.9508328,3162277600000000.0,1.9141103,3246.7024,0.088972904,12.058826,1.5938667e-12,BCU
1.9896566,7079458000000000.0,2.020198,4750.3096,0.39636388,14.677838,6.9156497e-13,BLL
2.0072072,5128614000000000.0,1.9819776,1953.5404,0.29779318,35.256176,9.81549e-13,FSRQ
2.5265796,9794899000000.0,2.2467387,734.5343,0.86836636,35.926754,2.8225133e-13,BCU
2.431962,0.0,2.3361762,825.1334,0.47493222,27.343456,0.0,BCU
1.8829151,0.0,1.6673532,3300.1433,0.26345018,15.677221,0.0,BCU
2.0466888,78523560000000.0,1.7912338,3369.4243,0.863624,22.896229,3.8332312e-13,BCU
2.6254106,6760829600000.0,2.6892798,973.5806,0.7865218,53.039165,1.8679146e-13,BCU
2.47599,1059253700000.0,2.3724067,637.54285,0.7005384,107.30842,6.308658e-13,FSRQ
2.813827,2018366300000.0,2.672476,352.85437,1.0220742,293.298,5.8245585e-13,FSRQ
1.8490933,2.5118865e+16,1.7676579,1664.2295,0.18986325,35.005444,6.35789e-12,BLL
2.1212902,72443600000000.0,2.1046793,2291.834,0.18937634,13.798577,4.800141e-13,BLL
2.1555738,16595869000000.0,1.5841521,2972.1616,0.0,14.583219,1.9316748e-13,BCU
2.578675,4786301000000.0,2.4978395,747.04083,0.8398565,41.18898,5.681997e-13,FSRQ
2.0004911,1.0715193e+16,2.0293174,3262.9358,0.3931544,23.021349,2.1036816e-12,BLL
2.2620883,20892960000000.0,2.017687,1690.8481,0.14141652,11.400446,2.9946702e-13,BCU
2.19786,372391720000000.0,2.1193185,1123.8804,0.49667788,129.8438,2.15765e-12,BLL
2.6344602,11885022000000.0,2.618076,669.5016,0.6025338,27.616507,4.579584e-13,BCU
2.2323818,7655966000000.0,2.1259036,618.6522,0.6894232,1746.6395,7.859158e-12,FSRQ
2.8150005,977237250000.0,2.64253,360.76227,0.2653079,22.118008,5.4278896e-13,FSRQ
2.592133,3609940200000.0,2.4965723,728.849,0.53372186,36.881348,1.1523304e-12,FSRQ
2.2283802,22646419000000.0,2.1777108,1866.1525,0.0,13.241632,4.1239747e-13,BLL
1.8416556,3890451400000000.0,1.8375418,4758.6816,0.558122,28.118858,5.567856e-12,BLL
1.8806382,6353309400000000.0,1.8324074,1341.7186,0.4027235,343.8443,1.4011157e-11,BLL
1.8312167,5.5590535e+16,1.8320321,9961.828,0.62018985,20.728292,2.7472932e-13,BCU
2.0945237,3388441600000.0,2.020257,1229.76,0.49892974,446.0305,1.7142928e-12,BLL
2.658939,0.0,2.7839334,1070.4548,0.0,12.208606,0.0,BCU
1.8818071,0.0,1.917648,4269.775,0.0,5.120796,0.0,BLL
2.5443187,0.0,2.4714577,904.63873,0.23371562,16.50383,0.0,BLL
2.5854337,16595869000000.0,2.5824313,847.22876,0.71685565,24.311342,3.2547378e-13,BCU
